,date,label,high,low,average,volume,notional,numberOfTrades,marketHigh,marketLow,marketAverage,marketVolume,marketNotional,marketNumberOfTrades,open,close,marketOpen,marketClose,changeOverTime,marketChangeOverTime
2021-02-22 09:44:00,2021-02-22,09:44 AM,2067.3,2063.51,2065.187,165,340755.91,4,2066.21,2063.65,2065.28,1002,2069410.2764,10,2067.3,2063.51,2066.2,2063.65,0.005850451130565936,0.005754669063917882
2021-02-22 09:45:00,2021-02-22,09:45 AM,2065.75,2065.01,2065.207,158,326302.7,3,2065.72,2063.99,2064.954,1500,3097430.5,15,2065.04,2065.75,2064.1,2065.6,0.00586019214143933,0.005595912855503111
2021-02-22 09:46:00,2021-02-22,09:46 AM,2066.45,2064.43,2065.778,363,749877.25,7,2067.0,2065.0,2066.084,3600,7437904.5,28,2066.15,2065.68,2065.5,2066.6,0.0061382980018749546,0.006146202780376193
2021-02-22 09:47:00,2021-02-22,09:47 AM,2070.45,2067.58,2069.067,249,515197.64,7,2071.477,2066.39,2069.952,4531,9378953.565,26,2067.58,2070.45,2066.64,2070.6,0.007740207240006246,0.008029850063039865
2021-02-22 09:48:00,2021-02-22,09:48 AM,2071.33,2069.98,2070.335,113,233947.88,7,2071.31,2070.06,2070.88,400,828352.0,4,2071.08,2070.44,2071.24,2070.06,0.008357787329380036,0.008481769576564036
2021-02-22 09:49:00,2021-02-22,09:49 AM,2074.65,2069.69,2071.008,397,822190.11,7,2076.92,2070.63,2074.616,5533,11478849.2083,37,2070.22,2074.65,2071.15,2075.224,0.008685572345269949,0.01030113520428651
2021-02-22 09:50:00,2021-02-22,09:50 AM,2074.56,2072.07,2074.503,55,114097.68,11,2075.22,2072.63,2074.747,1783,3699273.97,15,2074.555,2072.07,2074.34,2072.63,0.01038781399539736,0.010364929876992987
2021-02-22 09:51:00,2021-02-22,09:51 AM,2074.805,2069.995,2072.149,122,252802.205,15,2074.47,2070.32,2072.679,3327,6895802.75,30,2069.995,2071.135,2071.52,2071.313,0.009241297015597649,0.009357850616251617
2021-02-22 09:52:00,2021-02-22,09:52 AM,2073.45,2068.02,2068.607,230,475779.55,9,2073.375,2067.68,2069.956,3203,6630067.95,31,2072.135,2068.02,2071.909,2068.0,0.00751616398991795,0.008031797991977424
2021-02-22 09:53:00,2021-02-22,09:53 AM,2071.88,2068.22,2069.308,651,1347119.83,10,2071.88,2067.61,2068.798,1800,3723837.0,18,2068.22,2071.47,2067.61,2071.88,0.00785758642103075,0.007467872564540769
2021-02-22 09:54:00,2021-02-22,09:54 AM,2071.47,2070.235,2070.686,64,132523.89,7,2071.04,2069.2,2070.64,1186,2455779.04,10,2071.47,2070.785,2071.04,2070.56,0.008528742070208319,0.008364893840307655
2021-02-22 09:55:00,2021-02-22,09:55 AM,2073.035,2070.84,2071.046,114,236099.225,4,2073.81,2070.67,2071.928,1100,2279121.0,11,2071.94,2070.84,2071.87,2070.84,0.00870408026592942,0.008992126958216285
2021-02-22 09:56:00,2021-02-22,09:56 AM,2069.78,2069.72,2069.736,230,476039.28,4,2070.26,2069.72,2069.921,800,1655937.0,8,2069.78,2069.74,2070.26,2069.78,0.008066044053721525,0.008014753613773235
2021-02-22 09:57:00,2021-02-22,09:57 AM,2070.61,2069.33,2069.826,193,399476.43,3,2070.03,2068.09,2069.632,2219,4592512.6071,21,2069.33,2070.61,2070.03,2069.62,0.008109878602651912,0.007874015748031432
2021-02-22 09:58:00,2021-02-22,09:58 AM,2073.16,2072.14,2072.844,149,308853.82,3,2073.16,2069.3,2071.714,500,1035857.0,5,2072.14,2073.16,2069.3,2073.16,0.009579797143448497,0.008887912760054477
2021-02-22 09:59:00,2021-02-22,09:59 AM,2073.11,2071.52,2072.404,121,250760.9,3,2073.6,2071.38,2072.533,512,1061137.01,5,2073.11,2072.49,2073.54,2072.0,0.009365494904233596,0.009286751210028964
2021-02-22 10:00:00,2021-02-22,10 AM,2073.58,2072.12,2072.211,32,66310.76,2,2074.225,2072.515,2073.459,744,1542653.295,6,2073.58,2072.12,2072.52,2073.915,0.00927149414930515,0.009737696759084355
2021-02-22 10:01:00,2021-02-22,10:01 AM,2075.55,2074.83,2075.378,300,622613.32,8,2075.782,2072.71,2073.723,1619,3357357.37,15,2074.83,2075.55,2075.0,2072.71,0.010813983221108757,0.009866260068966308
