,date,label,high,low,average,volume,notional,numberOfTrades,marketHigh,marketLow,marketAverage,marketVolume,marketNotional,marketNumberOfTrades,open,close,marketOpen,marketClose,changeOverTime,marketChangeOverTime
2021-02-22 09:40:00,2021-02-22,09:40 AM,2076.4,2071.45,2076.262,329.0,683090.23,6.0,2076.7,2072.52,2075.081,1400,2905113.0,14,2071.45,2075.69,2076.7,2076.36,0.0038160502308824144,0.0044907454918279004
2021-02-22 09:41:00,2021-02-22,09:41 AM,2075.31,2072.27,2074.316,182.0,377525.5,8.0,2076.69,2072.18,2074.253,1345,2789869.8,12,2072.27,2074.24,2074.59,2075.14,0.002875212304960895,0.004089933023655714
2021-02-22 09:42:00,2021-02-22,09:42 AM,2074.76,2072.72,2073.92,294.0,609732.61,5.0,2074.98,2071.654,2073.534,1200,2488241.19,11,2073.6,2074.76,2073.814,2074.98,0.0026837571052360245,0.00374188451566558
2021-02-22 09:43:00,2021-02-22,09:43 AM,2076.09,2076.09,2076.09,93.0,193076.37,1.0,2079.79,2076.08,2077.393,617,1281751.33,5,2076.09,2076.09,2076.08,2078.45,0.003732892921910937,0.0056099223353231675
2021-02-22 09:44:00,2021-02-22,09:44 AM,2080.61,2080.61,2080.61,5.0,10403.05,1.0,2080.15,2076.634,2079.042,1431,2975108.96,12,2080.61,2080.61,2080.15,2076.634,0.005918189646044775,0.006408158760463156
2021-02-22 09:45:00,2021-02-22,09:45 AM,2079.56,2078.82,2079.222,233.0,484458.76,4.0,2079.87,2078.28,2078.905,1117,2322136.34,10,2079.38,2079.56,2078.365,2079.52,0.005247129501554155,0.006341840755463787
2021-02-22 09:46:00,2021-02-22,09:46 AM,2080.24,2080.24,2080.24,37.0,76968.88,1.0,2080.915,2079.5,2080.458,1856,3861329.5,8,2080.24,2080.24,2079.52,2080.915,0.005739304737210642,0.007093606169801199
2021-02-22 09:47:00,2021-02-22,09:47 AM,2082.36,2082.36,2082.36,15.0,31235.4,1.0,2084.74,2081.0,2082.032,2636,5488236.3,13,2082.36,2082.36,2081.19,2084.135,0.006764266917556772,0.007855537117751764
2021-02-22 09:48:00,2021-02-22,09:48 AM,2084.01,2082.93,2083.691,166.0,345892.74,3.0,2084.97,2084.01,2084.587,1754,3656366.3668,13,2084.01,2082.93,2084.79,2084.01,0.007407769116632313,0.009092343707341017
2021-02-22 09:49:00,2021-02-22,09:49 AM,2089.75,2087.04,2088.815,191.0,398963.64,3.0,2089.97,2083.86,2087.114,2599,5424409.0,23,2087.04,2089.75,2084.01,2089.08,0.009885083367619564,0.010315596252112952
2021-02-22 09:50:00,2021-02-22,09:50 AM,2089.18,2087.66,2088.059,256.0,534543.08,6.0,2089.543,2087.59,2088.304,900,1879473.3,8,2087.71,2087.66,2087.59,2087.66,0.00951957798632645,0.010891643156853216
2021-02-22 09:51:00,2021-02-22,09:51 AM,2087.73,2085.92,2086.726,399.0,832603.73,7.0,2088.22,2085.56,2086.789,1699,3545454.576,16,2085.92,2087.73,2085.56,2086.92,0.008875108841797557,0.010158272517625161
2021-02-22 09:52:00,2021-02-22,09:52 AM,2088.4,2084.95,2086.476,350.0,730266.6,7.0,2087.3,2082.0,2084.657,1400,2918520.0,12,2087.3,2084.95,2087.3,2082.0,0.008754240660152984,0.009126228819384638
2021-02-22 09:53:00,2021-02-22,09:53 AM,2084.55,2081.9,2082.037,105.0,218613.91,4.0,2084.875,2081.85,2082.75,1211,2522210.03,12,2081.98,2084.55,2081.95,2084.875,0.006608105226871832,0.008203101552712606
2021-02-22 09:54:00,2021-02-22,09:54 AM,2086.4,2083.92,2084.305,226.0,471052.88,5.0,2085.75,2083.92,2084.903,925,1928535.75,9,2083.92,2086.4,2084.88,2085.75,0.007704621370751396,0.00924531078456606
2021-02-22 09:55:00,2021-02-22,09:55 AM,2086.5,2084.77,2085.534,611.0,1274260.99,8.0,2087.77,2084.45,2086.066,2000,4172131.0,20,2084.92,2086.22,2085.06,2086.23,0.008298809351716237,0.009808287717518079
2021-02-22 09:56:00,2021-02-22,09:56 AM,2085.4,2083.55,2084.376,390.0,812906.81,8.0,2085.82,2082.791,2084.118,2005,4178656.37,19,2085.03,2083.56,2085.82,2083.57,0.007738947934338631,0.008865313456649251
2021-02-22 09:57:00,2021-02-22,09:57 AM,2085.34,2083.13,2083.476,801.0,1668864.24,11.0,2085.13,2082.95,2083.729,2500,5209322.5,25,2083.33,2083.56,2083.62,2083.56,0.007303822480418131,0.00867700904829293
2021-02-22 09:58:00,2021-02-22,09:58 AM,2085.415,2085.105,2085.128,108.0,225193.82,3.0,2087.53,2084.18,2085.569,500,1042784.5,5,2085.105,2085.415,2085.05,2087.53,0.008102519424725478,0.009567703422008996
2021-02-22 09:59:00,2021-02-22,09:59 AM,2087.8,2086.57,2086.936,400.0,834774.6,7.0,2087.83,2086.57,2087.105,1300,2713236.0,13,2087.8,2086.57,2087.67,2086.6,0.008976638114379014,0.010311239594850204
2021-02-22 10:00:00,2021-02-22,10 AM,2086.47,2085.45,2085.697,33.0,68828.01,2.0,2088.1,2084.96,2086.809,616,1285474.36,6,2085.45,2086.47,2085.16,2088.1,0.008377615406148503,0.010167953978209021
2021-02-22 10:01:00,2021-02-22,10:01 AM,2088.37,2087.27,2088.194,120.0,250583.3,3.0,2088.87,2088.01,2088.444,699,1459822.13,6,2088.37,2087.27,2088.87,2088.17,0.009584846804414404,0.01095941338094024
2021-02-22 10:02:00,2021-02-22,10:02 AM,2089.24,2089.24,2089.24,15.0,31338.6,1.0,2088.65,2087.74,2088.075,500,1044037.5,5,2089.24,2089.24,2088.068,2088.65,0.010090559276415204,0.010780790433167778
2021-02-22 10:03:00,2021-02-22,10:03 AM,2089.89,2087.56,2088.583,477.0,996254.13,6.0,2090.0,2087.56,2089.061,1699,3549315.04,15,2089.54,2087.56,2090.0,2088.07,0.009772917695053417,0.011258086439952707
2021-02-22 10:04:00,2021-02-22,10:04 AM,2088.19,2086.63,2087.624,204.0,425875.26,7.0,2088.89,2087.76,2088.267,700,1461787.0,7,2086.63,2088.19,2087.76,2088.34,0.009309267350264702,0.01087373245477293
2021-02-22 10:05:00,2021-02-22,10:05 AM,2087.98,2083.595,2087.177,511.0,1066547.66,8.0,2088.32,2084.72,2086.493,1100,2295142.0,11,2087.9,2084.72,2087.8,2084.72,0.009093155041484374,0.010014986900983758
2021-02-22 10:06:00,2021-02-22,10:06 AM,2084.99,2083.35,2084.104,424.0,883660.22,9.0,2086.13,2082.99,2084.079,1500,3126118.25,14,2083.35,2083.53,2084.7,2084.56,0.007607443352709149,0.008846434608510822
2021-02-22 10:07:00,2021-02-22,10:07 AM,2084.89,2083.77,2084.607,226.0,471121.14,4.0,2086.71,2084.05,2084.889,1300,2710355.9,12,2083.77,2084.89,2084.05,2086.71,0.007850630134178103,0.009238533762157511
2021-02-22 10:08:00,2021-02-22,10:08 AM,2086.35,2085.01,2085.76,9.0,18771.84,5.0,2086.71,2084.91,2085.81,200,417162.0,2,2086.35,2086.22,2086.71,2084.91,0.008408074187922984,0.009684365022044616
2021-02-22 10:09:00,2021-02-22,10:09 AM,2085.24,2084.26,2085.219,103.0,214777.55,3.0,2085.99,2084.82,2085.35,300,625605.0,3,2084.26,2085.03,2085.24,2085.99,0.008146515442844051,0.0094616914286156
2021-02-22 10:10:00,2021-02-22,10:10 AM,2082.91,2082.3,2082.666,5.0,10413.33,2.0,2085.64,2082.63,2084.027,1228,2559185.0,12,2082.91,2082.3,2085.64,2084.02,0.006912209571889747,0.008821262810992696
